clienti_ID,prodotto_ID,quantita,data
889,17,29,2025-10-19
2579,3,79,2025-09-16
1781,16,74,2025-02-20
882,15,39,2025-12-04
3198,2,23,2025-04-15
3237,12,79,2025-01-13
3218,15,85,2025-10-07
4438,10,53,2025-06-17
4871,7,54,2025-08-20
1463,7,36,2025-01-22
2868,10,59,2025-12-22
4236,17,58,2025-04-07
799,13,70,2025-02-26
4814,9,57,2025-06-30
1205,18,41,2025-11-16
2840,14,17,2025-03-28
81,9,1,2025-10-07
113,15,81,2025-08-30
1050,17,40,2025-01-02
1174,13,13,2025-02-20
2005,18,46,2025-08-04
1039,4,49,2025-03-24
856,5,89,2025-03-11
2041,19,17,2025-03-08
3102,12,19,2025-09-17
4758,18,14,2025-04-20
1210,7,61,2025-11-14
1226,10,15,2025-06-30
2294,1,96,2025-06-13
2118,2,43,2025-12-02
3187,4,16,2025-11-03
2660,15,34,2025-12-13
891,7,31,2025-09-01
2295,4,33,2025-04-04
4337,15,38,2025-05-11
4916,11,82,2025-07-22
3616,16,12,2025-05-09
21,13,3,2025-05-17
850,12,23,2025-01-16
1789,12,10,2025-05-20
2748,13,95,2025-04-07
3366,2,72,2025-08-06
2833,16,46,2025-03-20
3215,9,88,2025-07-12
1710,6,18,2025-08-04
3496,6,64,2025-12-11
4051,14,22,2025-07-12
4489,8,31,2025-01-11
932,1,6,2025-04-28
3367,7,67,2025-02-19
4721,1,7,2025-05-02
102,9,94,2025-06-19
297,12,81,2025-08-25
1058,19,53,2025-04-10
3451,15,41,2025-10-17
4103,9,79,2025-04-02
803,7,98,2025-10-01
4934,7,11,2025-12-14
1272,16,4,2025-11-06
2945,3,16,2025-08-12
468,9,66,2025-11-26
63,18,96,2025-01-30
2591,1,27,2025-10-13
2396,15,42,2025-12-09
1431,5,65,2025-04-21
2193,16,1,2025-09-14
4442,8,27,2025-01-20
1111,5,59,2025-03-15
2882,17,77,2025-10-21
1665,19,55,2025-09-06
1390,16,88,2025-12-06
2544,19,55,2025-07-10
4255,9,66,2025-10-07
3443,7,28,2025-04-04
2468,17,79,2025-08-14
1092,5,86,2025-05-24
1088,15,97,2025-06-03
4775,11,83,2025-12-24
1613,12,10,2025-05-06
1308,6,43,2025-02-13
1002,4,21,2025-09-21
392,14,12,2025-10-18
366,3,70,2025-10-28
2157,19,72,2025-09-21
3688,11,31,2025-06-03
1705,19,61,2025-09-16
357,11,93,2025-05-13
692,14,20,2025-06-26
1130,18,13,2025-12-02
3733,8,71,2025-12-06
3987,10,42,2025-12-05
2583,10,63,2025-06-23
3029,18,1,2025-02-26
2150,18,50,2025-03-11
2232,14,99,2025-06-04
1022,4,50,2025-12-16
576,13,52,2025-08-24
3230,6,66,2025-06-21
1151,8,10,2025-05-12
2256,13,87,2025-01-17
2393,8,31,2025-04-16
2387,15,32,2025-06-19
1660,13,44,2025-06-17
4309,6,83,2025-10-02
4268,16,49,2025-05-31
3251,3,88,2025-05-12
1447,2,65,2025-04-11
2227,13,44,2025-07-24
2624,18,57,2025-01-13
3613,3,58,2025-06-02
62,9,67,2025-04-03
3099,12,65,2025-07-15
4615,17,13,2025-03-14
1180,18,53,2025-08-27
3767,18,62,2025-05-29
4651,18,24,2025-01-28
147,15,51,2025-07-09
2028,13,16,2025-02-09
4870,18,9,2025-08-12
3463,2,17,2025-09-11
3792,2,12,2025-11-25
4175,16,57,2025-12-19
1682,3,90,2025-05-31
4343,6,74,2025-10-18
4242,8,34,2025-11-09
732,2,12,2025-07-21
2514,2,47,2025-11-11
3490,6,31,2025-02-03
4619,2,55,2025-02-02
1354,8,4,2025-06-22
3615,17,8,2025-06-25
3312,7,52,2025-03-29
1702,5,64,2025-11-18
279,12,85,2025-05-02
3941,15,70,2025-06-12
2042,19,87,2025-09-10
911,13,34,2025-07-02
399,13,14,2025-03-08
2893,7,48,2025-06-20
2946,5,61,2025-04-14
2546,14,74,2025-11-17
1835,18,1,2025-10-28
4060,9,32,2025-10-25
2327,10,36,2025-04-06
2484,15,10,2025-05-30
2531,9,72,2025-06-06
3789,3,82,2025-01-16
588,7,14,2025-12-31
4440,16,97,2025-10-01
1075,19,84,2025-11-05
3513,9,57,2025-01-12
4512,18,48,2025-07-04
3913,13,25,2025-01-02
1133,13,75,2025-02-03
2941,8,28,2025-05-14
3149,7,8,2025-01-13
2467,14,85,2025-09-10
2162,12,80,2025-03-15
2166,4,84,2025-04-23
292,17,38,2025-10-06
2865,19,96,2025-04-07
3544,12,71,2025-05-05
3147,3,57,2025-05-20
1024,17,28,2025-11-26
2799,10,92,2025-08-14
843,18,38,2025-12-24
608,1,67,2025-06-21
3248,4,11,2025-07-19
4178,7,35,2025-08-08
2209,13,19,2025-03-20
4938,18,22,2025-11-22
4913,14,89,2025-10-31
2192,8,95,2025-11-24
2757,17,94,2025-05-19
2241,1,78,2025-12-15
3616,7,87,2025-04-28
4180,4,68,2025-08-07
1531,5,51,2025-01-02
133,12,5,2025-07-08
2629,12,94,2025-05-28
2834,10,21,2025-08-08
4881,17,32,2025-05-05
1794,18,45,2025-06-14
2110,6,3,2025-02-24
4152,7,50,2025-01-04
3342,5,40,2025-07-02
4644,3,82,2025-05-24
1717,1,15,2025-10-05
3965,16,46,2025-01-28
446,9,14,2025-07-17
230,1,46,2025-06-27
995,12,56,2025-01-04
1187,9,64,2025-07-26
1929,17,18,2025-05-17
1734,1,48,2025-02-18
948,5,9,2025-11-15
1620,1,8,2025-09-25
4257,10,78,2025-12-01
1300,5,21,2025-07-30
3267,9,14,2025-02-10
4608,3,71,2025-01-24
772,6,87,2025-12-27
4247,2,79,2025-02-09
3894,13,54,2025-08-27
3437,6,8,2025-06-08
2913,10,37,2025-03-04
1609,15,91,2025-07-09
3601,4,87,2025-11-16
2050,19,25,2025-12-01
331,10,55,2025-09-23
3764,14,26,2025-11-25
3223,12,19,2025-03-04
4662,13,1,2025-11-02
4231,4,51,2025-04-07
1208,14,39,2025-04-08
3544,2,20,2025-11-05
821,2,6,2025-09-30
4213,7,34,2025-11-22
2764,6,98,2025-02-07
2258,3,27,2025-06-01
1468,5,55,2025-05-04
2408,10,68,2025-07-26
3204,7,73,2025-10-12
4491,5,25,2025-12-18
4677,9,45,2025-05-23
3343,8,55,2025-11-07
1742,16,76,2025-11-17
2790,5,81,2025-12-09
658,15,62,2025-03-06
1645,8,87,2025-03-30
4135,9,17,2025-05-15
652,1,36,2025-10-06
245,3,13,2025-06-01
3226,17,67,2025-11-04
2094,5,23,2025-09-13
4176,10,12,2025-01-15
767,18,54,2025-08-29
530,8,53,2025-02-28
2732,6,70,2025-11-15
2955,2,98,2025-06-16
2875,13,24,2025-03-18
2534,9,56,2025-08-28
4261,5,77,2025-02-17
1597,2,46,2025-03-12
722,9,92,2025-04-19
396,12,52,2025-04-24
3517,14,90,2025-02-26
88,3,7,2025-04-22
4457,7,28,2025-04-01
331,8,65,2025-02-15
4165,6,23,2025-09-24
650,1,78,2025-11-04
1517,6,90,2025-05-03
3110,6,34,2025-03-28
1677,1,46,2025-10-11
3920,14,41,2025-03-12
835,15,86,2025-08-26
3994,3,34,2025-06-15
4166,12,69,2025-01-16
3789,18,82,2025-05-10
296,13,19,2025-09-15
3848,17,59,2025-01-16
1094,19,12,2025-04-17
1411,12,82,2025-12-02
2737,14,71,2025-09-26
1649,11,61,2025-02-14
3486,19,9,2025-07-27
4746,8,72,2025-07-12
1768,2,97,2025-10-29
304,9,8,2025-03-13
4169,7,9,2025-09-16
1339,4,50,2025-06-10
596,3,51,2025-05-20
147,15,72,2025-07-02
3304,14,63,2025-06-01
58,6,74,2025-10-06
3016,15,60,2025-12-31
3799,10,16,2025-02-13
4052,2,40,2025-02-26
2445,13,47,2025-05-27
30,19,23,2025-08-23
4580,9,42,2025-12-28
4288,11,16,2025-01-30
4338,8,15,2025-01-24
3196,4,87,2025-09-03
3831,17,94,2025-05-17
1038,11,3,2025-03-11
3383,7,33,2025-12-30
4570,3,94,2025-04-09
2770,13,27,2025-07-18
4407,9,26,2025-12-10
713,2,59,2025-08-11
4922,11,4,2025-05-22
1695,2,48,2025-12-18
2191,9,43,2025-05-09
728,16,24,2025-09-22
386,17,12,2025-01-30
3277,6,21,2025-01-11
1705,16,10,2025-04-05
3165,7,50,2025-09-01
2033,6,13,2025-11-25
189,12,42,2025-01-24
3673,15,60,2025-10-27
2340,18,15,2025-08-01
2453,16,72,2025-07-04
3222,12,59,2025-02-01
2856,8,16,2025-12-22
4688,13,84,2025-03-01
4376,11,71,2025-04-28
693,3,55,2025-10-19
1708,1,39,2025-08-17
3161,18,70,2025-07-07
214,17,31,2025-10-24
4363,16,85,2025-02-19
3162,16,75,2025-05-13
4941,6,4,2025-09-27
4594,12,73,2025-09-03
3753,17,95,2025-11-22
2624,16,57,2025-11-14
4858,5,38,2025-10-03
550,3,36,2025-07-03
1333,19,98,2025-02-23
3024,3,4,2025-12-16
1147,7,20,2025-11-17
4019,15,88,2025-09-05
835,7,6,2025-02-15
3896,2,77,2025-02-23
2351,11,93,2025-03-17
3449,17,58,2025-10-29
1786,19,23,2025-11-20
3658,6,5,2025-09-06
542,8,95,2025-09-01
2973,7,58,2025-08-13
660,15,98,2025-08-01
3239,3,11,2025-10-18
2441,11,11,2025-04-02
2835,6,23,2025-11-15
4593,14,36,2025-11-25
1591,17,93,2025-02-05
2957,18,77,2025-08-26
3567,5,31,2025-09-16
1175,8,32,2025-09-08
790,5,36,2025-11-05
2334,4,21,2025-08-25
856,2,68,2025-08-09
3290,11,64,2025-11-08
377,12,24,2025-06-06
3748,13,32,2025-07-07
1118,4,66,2025-09-10
4840,8,89,2025-08-04
4613,1,17,2025-02-13
2208,19,97,2025-05-21
2242,9,79,2025-02-08
1746,4,64,2025-04-11
2942,16,56,2025-09-16
838,18,30,2025-03-24
2989,19,63,2025-12-14
2635,15,37,2025-01-20
130,2,80,2025-03-06
2886,5,89,2025-08-06
3402,13,50,2025-04-12
3429,6,62,2025-01-10
3708,8,67,2025-11-16
1461,15,83,2025-09-15
2864,9,32,2025-04-10
1775,6,6,2025-03-17
4758,3,36,2025-05-12
4084,10,94,2025-06-18
111,15,78,2025-05-28
2398,17,80,2025-05-31
1943,19,4,2025-10-10
3507,8,16,2025-09-05
2237,11,24,2025-10-25
3218,1,2,2025-11-22
837,4,79,2025-12-04
4474,18,2,2025-07-13
4633,10,30,2025-09-03
3803,6,71,2025-01-20
1995,9,45,2025-10-10
2964,4,92,2025-09-21
871,18,42,2025-10-09
2711,18,35,2025-06-21
1315,6,25,2025-02-20
2501,2,79,2025-03-12
2054,15,9,2025-02-01
154,9,64,2025-06-26
4982,19,95,2025-05-18
9,5,24,2025-01-18
2476,13,6,2025-02-01
2557,1,26,2025-01-14
3426,1,40,2025-08-03
3934,4,7,2025-04-05
2520,18,63,2025-07-18
3668,18,14,2025-08-09
214,3,21,2025-03-05
1677,15,26,2025-05-06
3352,11,14,2025-02-12
1095,18,26,2025-09-28
3161,10,19,2025-02-27
4472,10,84,2025-03-21
1393,4,23,2025-05-05
4288,19,99,2025-10-15
3159,19,3,2025-08-09
4380,10,87,2025-07-11
666,1,5,2025-01-04
4379,15,48,2025-01-21
831,7,84,2025-05-21
2761,17,1,2025-12-18
1338,2,18,2025-04-29
1134,19,77,2025-08-15
626,2,11,2025-01-23
3631,7,38,2025-10-16
550,11,94,2025-06-28
3705,3,63,2025-08-12
4299,9,92,2025-10-24
633,15,2,2025-06-09
2510,19,44,2025-05-17
345,10,5,2025-08-21
4338,18,92,2025-03-15
449,1,46,2025-01-07
610,11,11,2025-10-03
3655,5,99,2025-10-12
1215,4,74,2025-05-06
1281,4,66,2025-05-25
1281,17,57,2025-07-13
2145,12,93,2025-12-17
4267,5,99,2025-01-31
4680,14,91,2025-08-15
3029,10,75,2025-04-14
1230,5,7,2025-11-22
3067,4,84,2025-08-02
166,5,4,2025-12-10
4836,2,26,2025-07-14
4008,13,1,2025-08-24
2504,18,63,2025-09-19
259,17,32,2025-09-16
500,9,7,2025-04-02
3393,13,19,2025-08-05
2820,12,32,2025-06-17
4603,15,57,2025-06-17
3815,10,54,2025-12-16
308,6,31,2025-05-26
1613,1,67,2025-10-17
1028,17,35,2025-03-16
2708,12,39,2025-10-31
2930,3,15,2025-02-10
1420,15,7,2025-06-22
2273,9,90,2025-08-25
2104,15,27,2025-09-01
635,2,93,2025-03-12
2242,7,81,2025-10-09
2431,16,19,2025-04-18
1215,8,92,2025-01-30
4204,1,66,2025-12-06
4086,19,62,2025-05-12
3811,17,55,2025-03-28
1723,2,66,2025-02-24
4463,19,8,2025-06-17
3865,5,10,2025-03-12
1462,3,58,2025-09-07
3950,15,40,2025-02-08
2497,12,64,2025-06-27
3967,7,87,2025-06-22
3802,13,43,2025-08-13
3465,3,96,2025-07-02
1464,2,83,2025-03-02
398,6,28,2025-05-21
4824,16,81,2025-11-08
3513,16,97,2025-10-08
3607,12,29,2025-05-11
4708,9,67,2025-12-05
2485,19,83,2025-02-11
1213,6,36,2025-05-31
2383,8,28,2025-11-15
2222,8,51,2025-05-15
1011,13,11,2025-05-29
328,6,1,2025-02-02
1076,13,3,2025-03-23
1639,1,4,2025-11-13
3326,3,40,2025-06-21
745,18,65,2025-12-19
2265,6,36,2025-10-04
3866,18,77,2025-09-14
792,10,71,2025-01-26
1700,12,44,2025-05-30
1957,11,53,2025-12-05
1899,16,51,2025-05-20
2893,17,84,2025-11-02
4352,14,63,2025-09-16
2320,14,78,2025-11-18
887,8,66,2025-09-17
3149,1,79,2025-10-04
179,19,47,2025-11-19
4340,9,93,2025-07-31
4547,7,5,2025-12-19
4164,6,20,2025-11-23
3221,5,95,2025-09-06
228,19,19,2025-04-07
681,19,77,2025-02-19
244,3,39,2025-07-22
1940,2,68,2025-02-23
2124,9,65,2025-02-15
4472,11,7,2025-06-28
1846,5,74,2025-04-07
1360,12,69,2025-06-26
4858,3,12,2025-09-17
3579,11,73,2025-10-11
2667,18,37,2025-01-21
26,19,67,2025-08-05
2832,2,33,2025-02-11
4107,5,3,2025-07-03
3631,9,23,2025-01-29
4852,16,40,2025-09-29
183,1,62,2025-11-27
2459,3,42,2025-01-31
3650,15,23,2025-08-19
3853,17,93,2025-03-20
824,17,67,2025-01-18
1732,18,48,2025-05-24
2829,15,75,2025-06-04
2101,6,5,2025-02-16
3260,7,52,2025-04-18
94,16,6,2025-09-13
2591,17,87,2025-07-01
870,4,1,2025-12-20
3270,17,67,2025-03-04
104,14,56,2025-02-13
284,19,87,2025-12-16
2781,6,79,2025-02-25
1326,19,52,2025-01-08
4337,18,84,2025-09-08
3541,11,37,2025-06-13
2488,17,51,2025-02-01
3108,17,83,2025-09-03
3155,19,98,2025-05-19
4811,9,80,2025-03-21
2914,3,93,2025-07-10
3312,17,3,2025-11-01
3208,2,17,2025-07-14
2380,19,91,2025-08-17
3820,13,75,2025-03-09
1795,8,91,2025-05-15
1794,16,72,2025-11-16
842,7,58,2025-03-22
4365,17,90,2025-06-28
2978,3,26,2025-02-24
584,13,38,2025-08-26
834,16,30,2025-05-10
4476,15,85,2025-07-05
371,18,78,2025-01-12
1141,4,32,2025-01-09
3012,18,42,2025-04-24
473,4,84,2025-07-06
2513,7,52,2025-11-18
4568,12,68,2025-04-30
980,14,77,2025-03-25
1866,1,64,2025-01-24
2227,8,90,2025-10-09
4917,4,69,2025-11-08
3967,3,95,2025-07-21
1934,16,11,2025-02-17
1360,4,5,2025-03-08
1700,13,6,2025-09-17
2923,12,49,2025-10-01
2495,2,9,2025-08-04
4790,8,69,2025-11-26
2496,5,30,2025-05-04
3494,10,59,2025-04-02
520,10,41,2025-07-14
2428,10,28,2025-01-05
3946,10,74,2025-03-24
1094,9,97,2025-10-22
2142,1,55,2025-11-09
4953,18,46,2025-07-03
2394,19,32,2025-05-28
4412,14,36,2025-02-26
2211,6,35,2025-12-12
2174,15,96,2025-10-16
437,12,75,2025-07-08
684,16,43,2025-02-25
4636,19,53,2025-09-01
3002,3,90,2025-10-30
1690,8,2,2025-08-21
3187,18,85,2025-12-15
4268,15,37,2025-12-17
491,10,71,2025-12-22
1931,18,56,2025-03-28
4664,7,50,2025-08-03
1844,8,57,2025-08-26
4752,3,46,2025-12-10
2605,9,43,2025-05-26
4655,11,94,2025-10-22
3886,7,6,2025-05-03
3028,19,86,2025-06-07
1988,12,14,2025-01-16
1162,16,99,2025-01-28
4939,12,21,2025-06-08
1564,8,56,2025-11-22
1637,2,86,2025-10-02
3391,3,19,2025-04-24
4238,18,86,2025-05-14
1980,5,17,2025-01-18
1315,11,59,2025-06-07
556,19,45,2025-01-16
4960,13,8,2025-06-18
2292,16,50,2025-06-22
4368,13,9,2025-08-20
3620,7,14,2025-06-29
2592,19,61,2025-01-07
1385,14,83,2025-07-30
2083,7,23,2025-02-07
4080,13,51,2025-07-28
546,4,48,2025-08-26
4097,14,57,2025-07-20
8,13,6,2025-04-23
1776,11,3,2025-01-02
2281,15,43,2025-06-03
2117,14,90,2025-07-12
3221,15,1,2025-03-09
1044,13,51,2025-07-25
4619,19,64,2025-02-11
4087,14,63,2025-06-21
3857,15,67,2025-07-19
375,10,57,2025-09-15
1371,10,15,2025-10-30
2294,19,64,2025-05-17
3922,6,45,2025-05-19
1725,4,59,2025-07-01
2406,3,83,2025-05-29
4367,3,16,2025-01-05
3360,11,90,2025-09-10
4124,14,59,2025-03-06
3423,2,14,2025-03-18
2408,5,18,2025-09-08
3388,17,29,2025-10-24
2648,2,20,2025-05-04
1505,16,94,2025-09-29
523,9,25,2025-09-22
1444,16,25,2025-07-22
4886,5,30,2025-09-12
872,7,38,2025-01-26
4378,17,7,2025-09-29
198,10,5,2025-08-21
1968,6,69,2025-10-03
1981,2,47,2025-09-15
4009,17,12,2025-12-30
2692,7,20,2025-06-26
1617,17,9,2025-07-11
900,18,45,2025-09-15
1100,16,12,2025-06-10
630,2,2,2025-11-27
2124,17,98,2025-12-04
4487,16,12,2025-05-04
313,13,79,2025-01-11
2771,3,66,2025-07-28
1841,14,98,2025-04-16
3039,1,3,2025-05-18
4245,16,51,2025-06-18
1929,7,99,2025-08-21
772,4,10,2025-07-20
434,3,91,2025-05-13
831,12,26,2025-07-19
1357,16,93,2025-06-22
3677,1,38,2025-10-25
3435,7,18,2025-04-03
3125,18,20,2025-08-01
4319,17,83,2025-05-29
130,16,16,2025-02-25
1691,2,60,2025-01-12
4087,10,47,2025-11-13
3292,3,72,2025-05-28
1349,8,1,2025-06-18
1339,16,99,2025-05-11
2247,1,19,2025-11-19
1366,9,50,2025-10-31
506,9,33,2025-08-01
1860,10,42,2025-07-14
1046,15,42,2025-08-06
3954,1,65,2025-05-27
161,14,69,2025-04-24
1618,7,71,2025-01-01
4340,2,91,2025-03-04
4235,16,30,2025-10-08
2803,18,11,2025-09-03
4430,15,1,2025-01-06
1165,8,67,2025-04-11
4880,14,72,2025-04-28
2471,8,89,2025-01-30
130,11,54,2025-02-19
128,9,83,2025-05-18
1497,3,22,2025-06-01
4583,9,84,2025-11-15
3837,9,29,2025-10-09
1835,1,16,2025-06-09
3351,17,15,2025-09-28
334,10,23,2025-10-11
2587,11,41,2025-03-21
2751,16,94,2025-04-20
1977,13,96,2025-12-11
1208,12,75,2025-02-03
4881,14,45,2025-04-25
1714,1,10,2025-06-06
4942,19,22,2025-06-30
3851,18,6,2025-03-27
2606,16,6,2025-08-02
4512,12,70,2025-05-19
2948,4,68,2025-07-08
1233,10,51,2025-12-01
4007,8,85,2025-02-10
4646,15,26,2025-04-24
3800,5,88,2025-11-04
4846,6,37,2025-03-16
3419,1,80,2025-03-26
1358,16,87,2025-10-29
1203,12,24,2025-12-27
763,4,14,2025-01-30
4881,3,55,2025-06-21
4900,11,53,2025-01-26
4899,16,90,2025-12-27
380,14,9,2025-06-16
1934,17,38,2025-06-02
3029,3,25,2025-07-31
3884,5,61,2025-06-30
3653,3,85,2025-11-14
4705,1,56,2025-11-04
171,11,21,2025-09-14
4320,7,38,2025-09-29
1218,6,24,2025-08-19
446,15,2,2025-05-20
1782,2,91,2025-12-08
1251,17,94,2025-03-30
1256,19,27,2025-05-30
3273,14,42,2025-12-22
2956,12,69,2025-02-11
3006,15,35,2025-03-26
4080,4,26,2025-04-30
2987,2,13,2025-03-08
2978,4,58,2025-07-25
3791,8,85,2025-02-28
4336,4,54,2025-08-18
4782,10,57,2025-09-16
4413,1,58,2025-07-23
4906,17,80,2025-08-11
4121,15,12,2025-09-25
232,9,38,2025-05-29
3854,12,89,2025-09-26
204,5,72,2025-05-19
2809,8,87,2025-04-23
932,17,22,2025-03-25
4758,8,51,2025-04-17
602,7,1,2025-10-01
3567,8,97,2025-01-17
3022,6,2,2025-12-05
4958,11,62,2025-06-25
2351,11,75,2025-01-24
384,11,81,2025-11-21
3206,5,63,2025-02-06
1978,7,63,2025-07-29
488,9,69,2025-02-21
1673,15,48,2025-05-15
2020,5,86,2025-10-23
767,1,53,2025-04-10
2441,13,87,2025-01-21
3999,11,99,2025-09-20
2850,8,83,2025-09-23
1802,16,99,2025-04-22
2039,15,64,2025-06-03
1555,1,9,2025-10-22
3906,1,72,2025-11-05
3451,6,89,2025-09-29
2427,16,82,2025-10-22
372,4,90,2025-10-08
4789,9,62,2025-09-25
4459,14,3,2025-03-30
498,19,49,2025-12-05
943,14,96,2025-03-27
1536,17,26,2025-02-11
1449,15,54,2025-09-30
4225,9,24,2025-07-12
3436,16,80,2025-07-23
1583,16,43,2025-02-19
2441,2,46,2025-07-14
844,17,71,2025-09-22
3450,5,28,2025-08-09
2128,6,12,2025-03-29
935,2,27,2025-05-04
2853,1,92,2025-03-08
2951,3,75,2025-02-04
3151,17,64,2025-07-28
4711,17,84,2025-12-06
3988,17,11,2025-05-15
3622,7,33,2025-02-10
4677,19,58,2025-09-19
4937,2,1,2025-09-28
2550,10,20,2025-05-26
4820,16,56,2025-08-24
40,7,26,2025-03-16
708,2,57,2025-07-10
4928,12,62,2025-11-08
1976,12,31,2025-01-14
2987,15,10,2025-01-28
1973,5,38,2025-04-22
2281,10,68,2025-08-27
65,2,15,2025-02-18
2329,9,40,2025-08-07
1664,8,7,2025-09-24
3213,8,43,2025-07-24
1622,1,80,2025-04-29
4710,16,54,2025-10-26
1446,8,14,2025-06-06
1820,8,49,2025-09-08
4785,19,19,2025-05-28
4679,6,7,2025-06-08
4897,14,86,2025-05-29
4617,18,52,2025-06-22
4334,16,64,2025-02-02
3003,17,11,2025-09-05
4656,13,8,2025-07-21
3393,11,85,2025-04-06
2253,4,8,2025-03-20
4792,8,73,2025-01-31
1052,13,10,2025-11-14
3236,5,92,2025-10-22
4325,19,86,2025-02-27
4074,14,47,2025-12-18
4137,13,2,2025-09-27
1684,4,94,2025-06-30
3416,9,44,2025-07-25
3963,17,85,2025-01-25
589,11,35,2025-07-09
2702,11,76,2025-12-16
2308,3,50,2025-05-03
2070,18,19,2025-02-19
2813,2,81,2025-03-17
128,10,49,2025-04-28
2566,8,70,2025-03-23
4092,15,3,2025-02-20
902,3,75,2025-10-28
3657,5,34,2025-05-12
1960,9,86,2025-11-06
3652,17,99,2025-08-02
3311,16,31,2025-07-24
4466,14,75,2025-05-21
1529,15,27,2025-01-06
745,1,97,2025-10-21
459,10,38,2025-10-23
3780,5,84,2025-01-15
2311,18,80,2025-10-02
2503,4,40,2025-01-31
4835,18,48,2025-04-11
3824,15,83,2025-01-21
3902,12,53,2025-11-14
3939,19,26,2025-11-23
4858,19,40,2025-02-28
349,18,96,2025-12-29
3492,19,65,2025-12-29
3727,6,43,2025-07-19
962,17,74,2025-05-10
1418,18,6,2025-04-10
926,3,83,2025-08-21
1453,13,45,2025-10-23
2107,2,87,2025-03-28
3729,2,54,2025-01-21
2789,18,56,2025-08-22
4985,12,72,2025-06-25
4786,9,67,2025-01-19
2725,5,20,2025-02-11
4916,1,63,2025-05-28
3865,10,35,2025-01-24
2970,10,74,2025-01-22
1218,14,32,2025-02-09
20,10,31,2025-09-03
2932,6,46,2025-08-07
390,4,2,2025-02-19
293,1,71,2025-11-01
3809,7,25,2025-10-26
1088,13,27,2025-09-22
855,13,94,2025-07-22
2678,17,88,2025-11-29
4964,13,31,2025-05-26
1558,10,20,2025-06-24
3379,12,97,2025-12-25
235,1,5,2025-07-30
3416,4,46,2025-11-20
1819,5,75,2025-10-03
2437,4,27,2025-05-14
4120,19,8,2025-01-13
2213,3,49,2025-09-14
162,12,67,2025-03-16
46,12,30,2025-06-10
3604,9,70,2025-01-02
917,1,11,2025-08-27
3607,11,96,2025-11-30
1614,3,47,2025-10-02
3482,14,26,2025-12-05
919,4,93,2025-11-06
1316,11,31,2025-05-31
2597,3,42,2025-01-12
1360,16,4,2025-11-11
3201,10,22,2025-06-24
1022,16,24,2025-06-10
1061,19,79,2025-05-26
1318,13,34,2025-10-29
2339,7,24,2025-05-05
4378,2,7,2025-12-24
745,1,3,2025-01-23
513,15,61,2025-01-27
1245,7,86,2025-11-06
807,17,2,2025-12-02
4889,9,88,2025-09-11
4447,2,7,2025-03-22
3129,2,60,2025-05-20
3612,8,61,2025-01-24
1446,15,54,2025-09-28
4727,17,51,2025-05-17
3272,11,7,2025-06-05
2523,19,63,2025-12-01
1533,9,80,2025-04-19
3569,11,22,2025-10-03
1858,2,67,2025-06-30
431,12,76,2025-07-06
4745,19,63,2025-09-02
331,11,65,2025-01-14
2110,4,89,2025-09-29
1472,12,52,2025-02-06
2772,11,32,2025-03-17
1817,18,80,2025-01-27
2767,7,48,2025-12-08
1136,1,23,2025-01-19
4343,2,32,2025-06-11
3425,16,1,2025-12-22
3410,16,37,2025-04-17
1820,18,47,2025-01-29
2962,1,90,2025-11-18
4508,19,71,2025-11-11
4381,18,17,2025-08-27
580,14,19,2025-04-26
4435,1,37,2025-11-10
309,6,5,2025-04-10
2862,16,63,2025-11-03
3874,16,92,2025-09-24
4069,3,33,2025-03-12
590,14,75,2025-09-15
733,4,97,2025-03-31
1943,18,74,2025-08-13
1309,19,29,2025-06-11
254,3,55,2025-04-12
4626,8,20,2025-07-27
4891,12,95,2025-10-23
2487,19,32,2025-01-26
4388,19,75,2025-04-17
4528,11,80,2025-10-30
142,2,79,2025-01-09
1469,5,55,2025-10-05
2149,14,81,2025-09-25
274,5,75,2025-07-26
4836,6,75,2025-11-05
439,13,31,2025-07-05
1046,14,10,2025-06-02
2679,11,96,2025-03-17
4379,8,3,2025-04-23
1809,12,22,2025-02-18
550,17,69,2025-03-28
757,8,80,2025-02-02
2788,9,80,2025-07-24
3042,5,35,2025-07-23
2039,15,66,2025-09-03
2773,13,57,2025-07-21
2827,2,35,2025-01-06
510,5,58,2025-07-19
4990,19,14,2025-01-22
2042,17,40,2025-05-03
1890,2,51,2025-02-06
4908,3,35,2025-05-14
3894,16,90,2025-11-26
2972,9,49,2025-04-09
3582,3,91,2025-08-24
3624,1,75,2025-12-01
3861,2,81,2025-10-06
2498,6,73,2025-04-11
1623,3,47,2025-08-06
3974,9,94,2025-02-27
1468,1,48,2025-03-21
778,16,25,2025-04-15
718,9,27,2025-05-09
2719,1,93,2025-08-23
4470,19,69,2025-03-01
4450,3,23,2025-10-08
1926,6,81,2025-01-03
3627,8,61,2025-02-18
3461,17,33,2025-12-17
737,14,1,2025-07-24
47,12,12,2025-05-10
1207,3,30,2025-08-07
2705,12,87,2025-06-11
4698,11,43,2025-04-04
567,13,67,2025-04-15
4831,2,38,2025-05-09
3204,14,48,2025-01-12
3988,9,64,2025-01-11
2486,10,67,2025-10-13
3241,9,32,2025-05-17
1927,1,59,2025-02-04
2994,9,26,2025-03-12
703,5,36,2025-11-17
698,3,67,2025-09-05
655,9,40,2025-04-30
4296,14,17,2025-02-23
3101,15,73,2025-05-25
3813,2,21,2025-10-23
3147,7,35,2025-06-12
4685,6,68,2025-09-10
